Query,Locale,Total Clicks,"Results (Entity, (Clicks;Average Position))"
amazonas,br,1789,"Amazonas FC-Brasil-Team-Futebol-Q86729529 (1731;1.0), Manaus FC-Brasil-Team-Futebol-Q20059057 (24;2.29), Amazonas-Brasil-Competition-Futebol (18;4.22), Manauara EC-Brasil-Team-Futebol (10;2.7), Copa Amazonas-Brasil-Competition-Futebol (4;9.0), Amazonas SC-Brasil-Team-Futebol (2;6.5)"
america,br,3095,"América Mineiro-Brasil-Team-Futebol-Q338285 (1604;1.04), América-RN-Brasil-Team-Futebol (679;2.5), Club América-México-Team-Futebol (404;5.12), America-RJ-Brasil-Team-Futebol (363;3.64), Athletico Paranaense-Brasil-Team-Futebol-Q506832 (25;2.32), América-PE-Brasil-Team-Futebol-Q4749632 (8;17.25), Romário-Brasil-Player-Futebol-Q178649 (5;4.4), Copa América-Continental-Competition-Futebol-Q178750 (4;6.75), América de Cali-Colombia-Team-Futebol (3;18.33)"
amora,pt,5477,"Amora FC-Portugal-Team-Futebol-Q2843873 (4881;1.0), Amora FC Feminino-Portugal-Team-Futebol (467;2.13), Jorge Jesus-Portugal-Coach-Futebol-Q527550 (16;2.75), Rafael Leão-Portugal-Player-Futebol-Q30055335 (16;3.88), Amora FC Sub-17-Portugal-Team-Futebol (16;14.44), Amora FC Sub-19-Portugal-Team-Futebol (13;15.15), Amora FC-Portugal-Team-Futsal (11;1.0), Amora FC Veteranos-Portugal-Team-Futebol (10;10.0), Pedro Martelo-Portugal-Player-Futebol-Q64144250 (9;6.22), Geny Catamo-Mozambique-Player-Futebol (8;4.75), Hélio Varela-Cabo Verde-Player-Futebol-Q121907216 (7;8.86), Diamantino-Portugal-Player-Futebol-Q1208602 (6;8.33), Amora FC Sub-22-Portugal-Team-Futebol (5;15.4), Amora FC Sub-15-Portugal-Team-Futebol (4;15.75), Amora FC Sub-13-Portugal-Team-Futebol (3;13.67), Amora FC B-Portugal-Team-Futebol (3;20.33), Amora FC Sub-13-Portugal-Team-Futebol (2;13.5)"
amorim,pt,2406,"Ruben Amorim-Portugal-Player-Futebol-Q368682 (1186;1.0), Ruben Amorim-Portugal-Coach-Futebol-Q368682 (1168;2.0), Bonitos de Amorim-Portugal-Team-Futebol (37;4.51), Artur Jorge-Portugal-Coach-Futebol (5;3.0), Bonitos de Amorim Feminino-Portugal-Team-Futebol (4;6.5), Bonitos de Amorim Sub-15-Portugal-Team-Futebol (2;14.5), Bonitos de Amorim Sub-19-Portugal-Team-Futebol (2;17.5), Rui Amorim-Portugal-Coach-Futebol (2;8.0)"
anadia,pt,3578,"Anadia FC-Portugal-Team-Futebol-Q2845081 (3500;1.0), David Carmo-Angola-Player-Futebol-Q56678375 (16;2.0), Anadia FC-Portugal-Team-Basquetebol (10;3.0), Rúben Silvestre-Portugal-Player-Futebol-Q16236539 (9;2.78), Anadia FC Sub-19-Portugal-Team-Futebol (7;19.14), Toni-Portugal-Player-Futebol-Q611003 (6;4.67), Anadia FC-Portugal-Team-Futsal (4;1.0), Rodrigo Conceição-Portugal-Player-Futebol (3;5.0), Wilson Manafá-Portugal-Player-Futebol-Q16236321 (3;8.0), Anadia FC Sub-13-Portugal-Team-Futebol (3;17.0), Anadia FC-Portugal-Team-Hóquei em Patins (3;1.0), Complexo Desportivo de Anadia-Portugal-Stadium-Futebol (3;6.67), Anadia FC Sub-14-Portugal-Team-Futebol (3;16.0), João Tomás-Portugal-Player-Futebol-Q1375418 (2;5.0), Anadia FC Sub-15-Portugal-Team-Futebol (2;18.0), Vila Nova de Monsarros-Portugal-Team-Futebol (2;6.0), Anadia FC Sub-17-Portugal-Team-Futebol (2;14.5)"
anca,pt,1723,"Ançã-Portugal-Team-Futebol (1502;1.0), NS Ançã-Portugal-Team-Futebol (64;2.02), Ançã Sub-17-Portugal-Team-Futebol (59;4.58), Ançã Sub-19-Portugal-Team-Futebol (35;3.49), Ançã Sub-15-Portugal-Team-Futebol (25;4.24), Ançã Sub-14-Portugal-Team-Futebol (21;5.0), Ançã Sub-13-Portugal-Team-Futebol (6;8.67), Ançã Sub-17-Portugal-Team-Futebol (4;13.0), Ançã-Portugal-Team-Futsal (3;1.0), Ançã Sub-17-Portugal-Team-Futebol (2;14.0), Ançã Sub-18-Portugal-Team-Futebol (2;9.0)"
ancede,pt,1818,"Ancede-Portugal-Team-Futebol (1586;1.0), Ancede Sub-17-Portugal-Team-Futebol (142;2.21), Ancede Sub-15-Portugal-Team-Futebol (49;4.0), Ancede Sub-13-Portugal-Team-Futebol (29;5.0), Ancede Sub-19-Portugal-Team-Futebol (8;3.0), Rita Teixeira-Portugal-Player-Futebol (2;20.0), Parque Jogos A.D. Ancêde-Portugal-Stadium-Futebol (2;6.0)"
anselmi,pt,2209,"Martín Anselmi-Argentina-Coach-Futebol-Q110278664 (2198;1.23), Fabrizio Anselmi-Italia-Player-Futebol (4;7.5), Simone Anselmi-Italia-Player-Futebol (3;11.0), Luca Anselmi-Italia-Player-Futsal (2;26.5), Luca Anselmi-Suiza-Player-Futebol (2;4.0)"
aparecida,pt,5044,"Aparecida-Portugal-Team-Futebol (4805;1.0), Aparecida Sub-15-Portugal-Team-Futebol (113;3.96), Aparecida Sub-17-Portugal-Team-Futebol (29;6.97), Aparecida Sub-19-Portugal-Team-Futebol (23;6.26), Aparecida Sub-13-Portugal-Team-Futebol (19;6.53), Aparecida Veteranos-Portugal-Team-Futebol (10;9.0), Aparecida Sub-14-Portugal-Team-Futebol (9;7.0), Aparecida Sub-17-Portugal-Team-Futebol (7;17.57), Aparecida EC-Brasil-Team-Futebol (6;2.83), Aparecida-SP-Brasil-Team-Futebol (5;2.0), Estádio Aparecida Futebol Clube-Portugal-Stadium-Futebol (4;8.25), Aparecida Sub-23-Portugal-Team-Futebol (4;10.25), Sandro-Portugal-Player-Futebol (2;71.0), Aparecida B-Portugal-Team-Futebol (2;12.0), Aparecida Sub-21-Portugal-Team-Futebol (2;10.0), Aparecida-Portugal-Team-Futsal (2;1.0), Emanuel Silva-Portugal-Coach-Futebol (2;2.0)"
arcozelo,pt,3846,"SC Arcozelo-Portugal-Team-Futebol (2983;1.0), ACR Arcozelo-Portugal-Team-Futebol (483;2.0), SC Arcozelo-Portugal-Team-Futsal (220;1.11), SC Arcozelo-Portugal-Team-Voleibol (23;1.0), UFC Arcozelo-Portugal-Team-Futebol (21;3.0), SC Arcozelo Sub-15-Portugal-Team-Futsal (20;4.6), SC Arcozelo Sub-11-Portugal-Team-Futsal (12;2.17), SC Arcozelo Sub-21-Portugal-Team-Voleibol (10;3.3), SC Arcozelo-Portugal-Team-Voleibol (9;3.56), SC Arcozelo-Portugal-Team-Voleibol (7;2.0), SC Arcozelo Sub-17-Portugal-Team-Futsal (7;4.0), UFC Arcozelo Sub-15-Portugal-Team-Futebol (6;8.33), SC Arcozelo Sub-15-Portugal-Team-Futsal (5;11.0), Arcozelo Fc-Portugal-Team-Futebol (5;4.0), ACR Arcozelo Sub-15-Portugal-Team-Futebol (5;10.4), Ruben Moura-Portugal-Player-Futebol (4;28.0), UFC Arcozelo Sub-19-Portugal-Team-Futebol (3;6.67), SC Arcozelo Sub-13-Portugal-Team-Futsal (3;3.33), SC Arcozelo Sub-14-Portugal-Team-Futebol (3;17.0), SC Arcozelo Sub-17-Portugal-Team-Futebol (3;18.67), Rodrigo Santos-Portugal-Player-Futebol (2;10.0), UFC Arcozelo Sub-17-Portugal-Team-Futebol (2;7.0), ACR Arcozelo Sub-19-Portugal-Team-Futebol (2;26.0), Pavilhão Municipal de Arcozelo-Portugal-Stadium-Futebol (2;7.0), SC Arcozelo Sub-19-Portugal-Team-Futebol (2;18.5), SC Arcozelo Sub-15-Portugal-Team-Futebol (2;20.5), SC Arcozelo Sub-13-Portugal-Team-Futebol (2;20.0)"
arneiros,pt,1580,"Arneiros-Portugal-Team-Futebol (967;1.0), Arneiros Sub-19-Portugal-Team-Futebol (256;2.06), Arneiros Sub-17-Portugal-Team-Futebol (199;2.85), Arneiros Sub-15-Portugal-Team-Futebol (106;4.38), Arneiros Sub-13-Portugal-Team-Futebol (29;4.55), Arneiros Sub-14-Portugal-Team-Futebol (10;7.0), Arneiros-Portugal-Team-Futsal (6;1.0), Raquel Santos-Portugal-Player-Futebol (5;8.0), Luana Mota-Portugal-Coach-Futebol (2;1.0)"
arouca,pt,4540,"FC Arouca-Portugal-Team-Futebol-Q1386869 (4306;1.0), FC Arouca-Portugal-Team-Futsal (74;1.54), Cândido Costa-Portugal-Player-Futebol-Q973903 (38;2.0), Henrique Araújo-Portugal-Player-Futebol-Q102355655 (24;3.04), FC Arouca Sub-19-Portugal-Team-Futebol (23;16.52), FC Arouca Feminino-Portugal-Team-Futebol (11;6.0), CJS Arouca Feminino-Portugal-Team-Futebol (9;7.33), FC Arouca Sub-17-Portugal-Team-Futebol (9;15.44), FC Arouca Sub-15-Portugal-Team-Futebol (9;16.89), Arouca-Brasil-Player-Futebol (6;16.17), CJS Arouca-Portugal-Team-Futebol (4;6.75), FC Arouca Sub-14-Portugal-Team-Futebol (4;14.75), Mateus-Angola-Player-Futebol-Q725439 (4;11.5), FC Arouca Veteranos-Portugal-Team-Futebol (3;10.67), FC Arouca Sub-13-Portugal-Team-Futebol (3;11.33), FC Arouca Sub-16-Portugal-Team-Futebol (3;13.67), Mamadou Loum-Senegal-Player-Futebol-Q29462457 (2;5.0), FC Arouca Sub-23-Portugal-Team-Futebol (2;19.0), Estádio Municipal de Arouca-Portugal-Stadium-Futebol (2;3.0), Daniel Sousa-Portugal-Coach-Futebol-Q115804715 (2;3.0), FC Arouca Sub-15-Portugal-Team-Futebol (2;33.0)"
arrudense,pt,1904,"Arrudense-Portugal-Team-Futebol (1337;1.0), Arrudense Sub-17-Portugal-Team-Futebol (209;2.0), Arrudense Sub-19-Portugal-Team-Futebol (131;4.37), Arrudense Sub-15-Portugal-Team-Futebol (118;5.36), Arrudense Sub-13-Portugal-Team-Futebol (38;5.68), Arrudense Sub-11-Portugal-Team-Futebol (24;9.0), Arrudense Sub-16-Portugal-Team-Futebol (15;6.93), Arrudense Sub-18-Portugal-Team-Futebol (9;7.22), Arrudense Sub-14-Portugal-Team-Basquetebol (6;11.0), Arrudense Sub-14-Portugal-Team-Futebol (6;6.17), Arrudense Sub-19-Portugal-Team-Basquetebol (4;1.0), Arrudense Veteranos-Portugal-Team-Futebol (3;8.33), João Castro-Portugal-Player-Futebol (2;17.5), Arrudense Sub-17-Portugal-Team-Futebol (2;8.0)"
arsenal,br,2024,"Arsenal-Inglaterra-Team-Futebol-Q9617 (2010;1.0), David Luiz-Brasil-Player-Futebol-Q193706 (8;3.12), Gabriel Jesus-Brasil-Player-Futebol-Q19708656 (3;3.0), SC Braga-Portugal-Team-Futebol-Q75684 (3;2.0)"
arsenal,pt,5336,"Arsenal-Inglaterra-Team-Futebol-Q9617 (4265;2.0), Arsenal 72-Portugal-Team-Futebol (674;3.01), Arsenal Maia-Portugal-Team-Futsal (155;1.83), SC Braga-Portugal-Team-Futebol-Q75684 (124;1.0), Arsenal da Devesa-Portugal-Team-Futebol (51;13.1), Arsenal da Devesa-Portugal-Team-Andebol (27;1.15), Cédric Soares-Portugal-Player-Futebol-Q481330 (10;4.5), Danilo Pereira-Portugal-Player-Futebol-Q766289 (9;3.67), Arsenal Crespos-Portugal-Team-Futebol (5;10.6), SC Braga-Portugal-Team-Futsal (3;1.0), Arsenal de Canelas-Portugal-Team-Futsal (3;8.0), Nuno Tavares-Portugal-Player-Futebol-Q60676459 (2;8.0), David Luiz-Brasil-Player-Futebol-Q193706 (2;9.0), Thierry Henry-Francia-Player-Futebol-Q45901 (2;7.0), Arsenal 72-Portugal-Team-Futsal (2;4.0), Arsenal-Brasil-Team-Futsal (2;5.5)"
arsenal 72,pt,2300,"Arsenal 72-Portugal-Team-Futebol (1677;1.0), Arsenal 72 Sub-17-Portugal-Team-Futebol (303;2.93), Arsenal 72 Sub-19-Portugal-Team-Futebol (111;5.5), Arsenal 72 Feminino-Portugal-Team-Futebol (106;3.24), Danilo Pereira-Portugal-Player-Futebol-Q766289 (48;2.46), Arsenal 72 Sub-15-Portugal-Team-Futebol (28;8.93), Arsenal 72 Sub-14-Portugal-Team-Futebol (10;6.6), Arsenal 72 Sub-16-Portugal-Team-Futebol (10;7.8), Arsenal 72 Sub-13-Portugal-Team-Futebol (7;5.43)"
artur jorge,pt,2177,"Artur Jorge-Portugal-Coach-Futebol (1764;1.0), Artur Jorge-Portugal-Coach-Futebol-Q502977 (169;4.75), Artur Jorge-Portugal-Player-Futebol-Q502977 (130;2.16), Artur Jorge-Portugal-Player-Futebol-Q16149541 (102;4.84), Artur Jorge Vicente-Cabo Verde-Player-Futebol (6;3.83), Artur Jorge-Portugal-Player-Futebol (4;11.25), Artur Jorge-Portugal-Player-Futebol (2;7.0)"
ataense,pt,2785,"Ataense-Portugal-Team-Futebol (1883;1.0), Ataense Sub-15-Portugal-Team-Futebol (247;2.31), Ataense Sub-19-Portugal-Team-Futebol (201;3.72), Ataense Sub-13-Portugal-Team-Futebol (188;3.02), Ataense Sub-17-Portugal-Team-Futebol (101;8.85), Ataense Sub-15-Portugal-Team-Futebol (70;9.99), Ataense Sub-17-Portugal-Team-Futebol (55;12.0), Ataense Sub-11-Portugal-Team-Futebol (13;5.15), Ataense Sub-19-Portugal-Team-Futebol (9;10.67), Ataense Veteranos-Portugal-Team-Futebol (6;6.0), Ataense Sub-23-Portugal-Team-Futebol (5;7.2), Ataense Sub-21-Portugal-Team-Futebol (4;8.0), João Cunha-Portugal-Player-Futebol (3;1.0)"
atalanta,pt,1592,"Atalanta-Italia-Team-Futebol-Q1886 (1560;1.01), Rui Patrício-Portugal-Player-Futebol-Q294980 (32;2.0)"
athletico,br,1770,"Athletico Paranaense-Brasil-Team-Futebol-Q506832 (1758;1.0), Vitor Roque-Brasil-Player-Futebol-Q111016177 (10;2.0), Fernandinho-Brasil-Player-Futebol-Q459356 (2;7.0)"
atletico,br,4319,"Atlético Mineiro-Brasil-Team-Futebol-Q270995 (2674;1.0), Atlético Goianiense-Brasil-Team-Futebol-Q198034 (835;2.81), Athletico Paranaense-Brasil-Team-Futebol-Q506832 (454;2.11), Atlético de Madrid-España-Team-Futebol-Q8701 (348;3.65), Hulk-Brasil-Player-Futebol-Q62786 (4;8.5), Atlético Nacional-Colombia-Team-Futebol-Q332605 (2;19.0), Falcão-Brasil-Player-Futebol-Q919942 (2;1.0)"
atletico,pt,5978,"Atlético CP-Portugal-Team-Futebol (4386;1.96), Atlético de Madrid-España-Team-Futebol-Q8701 (1240;2.82), Atlético Cacém-Portugal-Team-Futebol (102;6.31), Casa Pia AC-Portugal-Team-Futebol-Q1046440 (61;1.57), Atlético Mineiro-Brasil-Team-Futebol-Q270995 (52;11.83), João Félix-Portugal-Player-Futebol-Q27049064 (34;3.29), Atlético CP-Portugal-Team-Futsal (32;3.0), Hulk-Brasil-Player-Futebol-Q62786 (32;8.28), Vila Meã-Portugal-Team-Futebol (11;5.0), Atlético CP-Portugal-Team-Basquetebol (10;7.5), Atlético CP-Portugal-Team-Futsal (4;4.0), Ronaldinho Gaúcho-Brasil-Player-Futebol-Q39444 (3;9.33), Atlético de Madrid Sub-20-España-Team-Andebol (3;1.0), Athletico Paranaense-Brasil-Team-Futebol-Q506832 (2;17.0), Atlético Goianiense-Brasil-Team-Futebol-Q198034 (2;40.5), Atlético CP-Portugal-Team-Basquetebol (2;4.0), Atlético CP Sub-19-Portugal-Team-Basquetebol (2;4.0)"
avai,br,2310,"Avaí-Brasil-Team-Futebol (2264;1.0), Raphinha-Brasil-Player-Futebol-Q28861547 (14;2.0), Avaí Sub-20-Brasil-Team-Futebol (6;19.83), Luciano-Brasil-Player-Futebol-Q15966749 (5;3.2), Vágner Love-Brasil-Player-Futebol-Q295880 (5;3.6), Avaí Feminino-Brasil-Team-Futebol (3;6.33), Avaí Sub-17-Brasil-Team-Futebol (3;18.0), Byanca Brasil-Brasil-Player-Futebol (2;58.5), Rodinei-Brasil-Player-Futebol-Q20048828 (2;10.5), Gabi Zanotti-Brasil-Player-Futebol-Q20640703 (2;38.0), Avaí-RO-Brasil-Team-Futebol (2;5.5), Avaí/Kindermann Feminino-Brasil-Team-Futebol (2;10.0)"
aves,pt,2482,"AFS-Portugal-Team-Futebol (1062;1.0), CD Aves-Portugal-Team-Futebol-Q1023163 (768;2.01), CD Aves 1930-Portugal-Team-Futebol (409;3.17), CD Aves 1930/Duoventila-Portugal-Team-Futsal (137;1.39), CD Aves-Portugal-Team-Futsal (40;1.55), CD Aves-Portugal-Team-Futsal (12;2.83), CD Aves 1930/Duoventila-Portugal-Team-Futsal (12;3.5), CD Aves 1930-Portugal-Team-Basquetebol (10;2.0), CR Ferreira de Aves-Portugal-Team-Futebol (8;6.25), CD Aves 1930 Sub-18-Portugal-Team-Basquetebol (8;1.0), CD Aves SAD-Portugal-Team-Futebol (5;15.4), Paulo Fonseca-Portugal-Coach-Futebol-Q10346582 (4;4.0), CD Aves Sub-15-Portugal-Team-Futsal (3;6.67), Raul Meireles-Portugal-Player-Futebol-Q175296 (2;8.0), CD Aves Sub-17-Portugal-Team-Futsal (2;7.0)"
avintes,pt,4366,"Avintes-Portugal-Team-Futebol (3231;1.0), Avintes Sub-17-Portugal-Team-Futebol (401;2.18), Avintes Sub-19-Portugal-Team-Futebol (320;3.35), Avintes Sub-13-Portugal-Team-Futebol (124;4.98), Avintes Sub-15-Portugal-Team-Futebol (80;6.05), Avintes Feminino-Portugal-Team-Futebol (69;3.61), Avintes Sub-11-Portugal-Team-Futebol (42;10.0), Avintes Sub-17-Portugal-Team-Futebol (18;14.0), Avintes Sub-13-Portugal-Team-Futebol (13;15.0), Avintes Sub-17-Portugal-Team-Futebol (12;11.0), Avintes Veteranos-Portugal-Team-Futebol (8;6.88), Avintes Sub-15-Portugal-Team-Futebol (5;11.4), Avintes Sub-15-Portugal-Team-Futebol (4;16.0), Avintes Sub-19-Portugal-Team-Futebol (4;17.0), Avintes Sub-14-Portugal-Team-Futebol (4;9.0), Avintes-Portugal-Team-Andebol (3;2.0), Melt-Portugal-Player-Futebol (2;6.0), Jose Maia-Portugal-Player-Futebol (2;494.0), Jose Tavares-Portugal-Player-Futebol (2;380.0), Sergio Sousa-Portugal-Player-Futebol (2;356.0), Joaquim Leite-Portugal-Player-Futebol (2;355.0), Manuel Neves-Portugal-Player-Futebol (2;228.0), Avintes Sub-18-Portugal-Team-Andebol (2;1.0), Avintes Sub-16-Portugal-Team-Andebol (2;7.0), Avintes Sub-23-Portugal-Team-Futebol (2;8.0), José Ribeiro-Portugal-Coach-Futebol (2;204.0), João Baptista-Portugal-Coach-Futebol (2;21.0), André Santos-Portugal-Coach-Futebol (2;158.0), Bruno Silva Lopes-Portugal-Coach-Futebol (2;15.5), André Costa-Portugal-Coach-Futebol (2;22.5)"
avs,pt,4696,"AFS-Portugal-Team-Futebol (3821;1.01), AFS Sub-19-Portugal-Team-Futebol (546;1.8), Guillermo Ochoa-México-Player-Futebol (117;1.62), AFS Sub-17-Portugal-Team-Futebol (55;8.27), AFS Sub-13-Portugal-Team-Futebol (28;6.25), Nenê-Brasil-Player-Futebol-Q252695 (24;4.0), Rodrigo Ribeiro-Portugal-Player-Futebol-Q111173636 (21;2.52), AFS Sub-15-Portugal-Team-Futebol (19;9.58), AFS Sub-19-Portugal-Team-Futebol (15;11.33), AFS Sub-15-Portugal-Team-Futebol (15;8.0), AFS Sub-17-Portugal-Team-Futebol (15;9.13), Zé Luís-Cabo Verde-Player-Futebol-Q387172 (9;5.44), Lucas Piazón-Brasil-Player-Futebol-Q126903 (7;7.14), Gustavo Assunção-Brasil-Player-Futebol-Q66685107 (2;12.5), Vasco Lopes-Cabo Verde-Player-Futebol (2;13.5)"
bahia,br,5015,"Bahia-Brasil-Team-Futebol-Q198032 (4922;1.0), Vitória-Brasil-Team-Futebol-Q274465 (60;2.0), Éverton Ribeiro-Brasil-Player-Futebol-Q4025436 (7;3.43), Bahia Feminino-Brasil-Team-Futebol (7;9.43), Bahia Sub-20-Brasil-Team-Futebol (6;22.33), Bahia-Brasil-Competition-Futebol (6;7.0), Anderson Talisca-Brasil-Player-Futebol (5;7.4), Lautaro Martínez-Argentina-Player-Futebol-Q21484126 (2;3.0)"
bahia,pt,1990,"Bahia-Brasil-Team-Futebol-Q198032 (1875;1.0), Vitória-Brasil-Team-Futebol-Q274465 (57;2.16), Bahia-Brasil-Competition-Futebol (28;7.21), Bahia Feminino-Brasil-Team-Futebol (19;8.84), Biel Teixeira-Brasil-Player-Futebol-Q106734264 (8;2.38), Anderson Talisca-Brasil-Player-Futebol (3;3.0)"
baiao,pt,4975,"Baião-Portugal-Team-Futebol (4001;1.0), Baião Sub-13-Portugal-Team-Futebol (611;2.3), Baião Sub-15-Portugal-Team-Futebol (114;5.06), Baião Sub-19-Portugal-Team-Futebol (72;6.83), Baião Sub-17-Portugal-Team-Futebol (61;7.05), Ancede-Portugal-Team-Futebol (55;2.51), Baião Sub-18-Portugal-Team-Futebol (30;6.5), Tarantini-Portugal-Player-Futebol-Q7322685 (9;5.11), Baião Veteranos-Portugal-Team-Futebol (7;9.29), Renato Coimbra-Portugal-Coach-Futebol (6;4.0), Baião B-Portugal-Team-Futebol (6;10.0), Baião-Portugal-Player-Futebol (3;6.67)"
baltar,pt,2263,"USC Baltar-Portugal-Team-Futebol (1688;1.0), USC Baltar Sub-19-Portugal-Team-Futebol (162;3.25), USC Baltar Sub-17-Portugal-Team-Futebol (162;2.96), USC Baltar Sub-15-Portugal-Team-Futebol (140;2.82), USC Baltar Sub-13-Portugal-Team-Futebol (53;4.64), USC Baltar Sub-9-Portugal-Team-Futebol (29;10.14), USC Baltar Sub-14-Portugal-Team-Futebol (7;11.14), USC Baltar Veteranos-Portugal-Team-Futebol (5;6.6), USC Baltar Sub-18-Portugal-Team-Futebol (4;6.0), CAAE Baltar Sub-14-Portugal-Team-Andebol (3;1.0), CA Baltar Sub-18-Portugal-Team-Andebol (3;16.0), CA Baltar-Portugal-Team-Andebol (3;19.0), Baltar-Portugal-Player-Futebol (2;14.0), CAAE Baltar Sub-16-Portugal-Team-Andebol (2;4.0)"
barce,pt,1633,"Barcelona-España-Team-Futebol-Q7156 (1568;1.0), Lionel Messi-Argentina-Player-Futebol-Q615 (24;2.0), Barcelona-España-Team-Andebol (14;1.21), OC Barcelos-Portugal-Team-Hóquei em Patins (12;1.0), Barcelona-España-Team-Hóquei em Patins (9;2.56), Barcelona-España-Team-Futsal-Q1347994 (6;3.17)"
barcelona,br,3359,"Barcelona-España-Team-Futebol-Q7156 (3250;1.05), Lionel Messi-Argentina-Player-Futebol-Q615 (37;1.97), Barcelona SC-Ecuador-Team-Futebol (18;12.28), Neymar-Brasil-Player-Futebol-Q142794 (17;2.18), Barcelona de Ilhéus-Brasil-Team-Futebol (7;11.43), Barcelona-España-Team-Futsal-Q1347994 (7;1.57), Raphinha-Brasil-Player-Futebol-Q28861547 (6;8.0), Diego Costa-España-Player-Futebol-Q459707 (4;18.75), Andrés Iniesta-España-Player-Futebol-Q43729 (3;22.67), Lamine Yamal-España-Player-Futebol-Q113704154 (2;11.5), Memphis Depay-Holanda-Player-Futebol-Q1894 (2;7.5), Romário-Brasil-Player-Futebol-Q178649 (2;4.0), Ronaldo-Brasil-Player-Futebol-Q529207 (2;5.5), Ronaldinho Gaúcho-Brasil-Player-Futebol-Q39444 (2;7.0)"
barcelona,pt,8916,"Barcelona-España-Team-Futebol-Q7156 (8412;1.01), Barcelona-España-Team-Futsal-Q1347994 (115;3.35), Barcelona-España-Team-Andebol (100;1.3), Barcelona-España-Team-Hóquei em Patins (91;1.47), Lionel Messi-Argentina-Player-Futebol-Q615 (67;1.99), Barcelona-España-Team-Basquetebol (39;2.54), Lamine Yamal-España-Player-Futebol-Q113704154 (14;6.0), Kika Nazareth-Portugal-Player-Futebol (11;11.73), João Félix-Portugal-Player-Futebol-Q27049064 (9;3.0), José Mourinho-Portugal-Coach-Futebol-Q79983 (7;4.0), Erick Mendonça-Portugal-Player-Futsal-Q56065096 (7;4.71), Francisco Trincão-Portugal-Player-Futebol-Q24084271 (5;7.4), Leonardo Jardim-Portugal-Coach-Futebol-Q2162382 (5;7.2), João Cancelo-Portugal-Player-Futebol-Q6298063 (4;9.5), Romário-Brasil-Player-Futebol-Q178649 (3;12.0), Barcelona Sub-19-España-Team-Basquetebol (3;1.33), Barcelona-España-Team-Voleibol (3;2.33), Luís Frade-Portugal-Player-Futebol (3;1.33), Vitor Roque-Brasil-Player-Futebol-Q111016177 (2;14.0), Raphinha-Brasil-Player-Futebol-Q28861547 (2;14.5), Adama Traoré-España-Player-Futebol-Q15221199 (2;60.0), Robert Lewandowski-Polonia-Player-Futebol-Q151269 (2;17.0), Neymar-Brasil-Player-Futebol-Q142794 (2;5.0), Ricardo Quaresma-Portugal-Player-Futebol-Q188241 (2;9.0), Barcelona-España-Team-Basquetebol (2;5.0), Barcelona-España-Team-Hóquei em Patins (2;4.0), Barcelona-España-Team-Voleibol (2;1.5)"
barreirense,pt,4520,"Barreirense-Portugal-Team-Futebol-Q1386912 (4110;1.0), Barreirense-Portugal-Team-Futsal (78;1.0), Barreirense-Portugal-Team-Basquetebol (70;2.46), João Cancelo-Portugal-Player-Futebol-Q6298063 (43;2.0), Barreirense Feminino-Portugal-Team-Futebol (34;5.53), Barreirense Sub-15-Portugal-Team-Futsal (31;3.87), CD Barreirense-Portugal-Team-Futebol (23;7.26), Rúben Vinagre-Portugal-Player-Futebol-Q26255539 (20;3.0), Barreirense Sub-18-Portugal-Team-Basquetebol (13;1.92), Barreirense Sub-17-Portugal-Team-Futebol (11;16.73), Barreirense Sub-19-Portugal-Team-Futebol (10;14.1), Barreirense Sub-15-Portugal-Team-Futebol (10;15.6), Barreirense Sub-17-Portugal-Team-Futsal (8;3.25), Barreirense-Portugal-Team-Basquetebol (6;14.33), Chalana-Portugal-Player-Futebol-Q172306 (6;6.0), Edinho-Portugal-Player-Futebol-Q166974 (6;8.0), Barreirense Sub-19-Portugal-Team-Futsal (5;5.0), Carlos Manuel-Portugal-Player-Futebol-Q1335293 (4;10.75), Barreirense Sub-9-Portugal-Team-Futsal (3;2.0), Barreirense Sub-16-Portugal-Team-Basquetebol (3;4.0), Neemias Queta-Portugal-Player-Basquetebol (2;1.0), Bruno Paz-Angola-Player-Futebol-Q26251762 (2;9.5), Bruninho-Portugal-Player-Futebol (2;50.0), SC Barreiro-Portugal-Team-Futebol (2;4.0), Mateus Mané-Inglaterra-Player-Futebol (2;52.5), Barreirense Sub-14-Portugal-Team-Basquetebol (2;9.5), Barreirense Sub-14-Portugal-Team-Futebol (2;21.5), Barreirense Sub-22-Portugal-Team-Futebol (2;19.0), Barreirense Sub-13-Portugal-Team-Futsal (2;7.0), Barreirense Sub-19-Portugal-Team-Futebol (2;38.0), Barreirense Feminino-Brasil-Team-Futebol (2;7.0), Barreirense do Maio-Cabo Verde-Team-Futebol (2;12.0), Barreirense Sub-13-Portugal-Team-Futebol (2;16.5)"
